episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,5460.0,24252,70744,0.0,0.9970087504549047
1,5430.0,18132,76908,0.0,0.9940264484836504
2,5160.0,23450,71550,0.0,0.991053067321811
3,5430.0,21538,73486,0.0,0.9880885802850192
4,4920.0,18772,76280,0.0,0.9851329607687278
5,5640.0,18834,76210,0.0,0.9821861822479699
6,5550.0,19267,75773,0.0,0.9792482182771218
7,5400.0,21430,73594,0.0,0.976319042489665
8,5520.0,20228,74800,0.0,0.9733986285979498
9,5190.0,22733,72271,0.0,0.9704869503929597
10,5280.0,22369,72639,0.0,0.9675839817440759
11,5490.0,19060,75984,0.0,0.9646896965988424
12,5490.0,20544,74480,0.0,0.961804068982733
13,5370.0,21423,73597,0.0,0.9589270729989176
14,5370.0,23354,71638,0.0,0.95605868282803
15,5280.0,18713,76331,0.0,0.9531988727279361
16,5550.0,21264,73760,0.0,0.9503476170335033
17,5220.0,17336,77720,0.0,0.9475048901563694
18,5490.0,18708,76336,0.0,0.9446706665847135
19,5460.0,19647,75397,0.0,0.9418449208830271
20,5430.0,20836,74188,0.0,0.9390276276918854
21,5460.0,18387,76661,0.0,0.9362187617277201
22,5340.0,23685,71311,0.0,0.9334182977825923
23,5190.0,18814,76230,0.0,0.9306262107239665
24,5490.0,21453,73567,0.0,0.9278424754944846
25,5550.0,21950,73058,0.0,0.9250670671117416
26,5400.0,21413,73611,0.0,0.9222999606680609
27,5490.0,23090,71914,0.0,0.919541131330271
28,5520.0,20645,74379,0.0,0.916790554339483
29,5580.0,22718,72290,0.0,0.9140482050108673
30,5370.0,25015,69965,0.0,0.9113140587334333
31,5490.0,22364,72644,0.0,0.908588090969808
32,5190.0,25596,69384,0.0,0.9058702772560155
33,5370.0,26144,68836,0.0,0.9031605932012581
34,5190.0,19415,75629,0.0,0.9004590144876968
35,5610.0,21418,73598,0.0,0.8977655168702335
36,5400.0,21577,73439,0.0,0.8950800761762931
37,5310.0,22774,72234,0.0,0.8924026683056069
38,5400.0,20758,74270,0.0,0.8897332692299958
39,5430.0,24600,70384,0.0,0.8870718549931554
40,5160.0,20351,74677,0.0,0.8844184017104403
41,5160.0,18381,76667,0.0,0.88177288556865
42,5280.0,20472,74552,0.0,0.8791352828258153
43,5040.0,18128,76932,0.0,0.8765055698109854
44,5280.0,19426,75610,0.0,0.8738837229240147
45,5220.0,21934,73078,0.0,0.8712697186353521
46,5310.0,22263,72753,0.0,0.8686635334858287
47,5370.0,20998,74022,0.0,0.8660651440864483
48,5280.0,23900,71092,0.0,0.8634745271181767
49,5340.0,19789,75243,0.0,0.8608916593317331
50,5430.0,22298,72714,0.0,0.8583165175473807
51,5250.0,20534,74490,0.0,0.8557490786547193
52,5520.0,19293,75751,0.0,0.8531893196124776
53,5310.0,20216,74812,0.0,0.8506372174483066
54,5370.0,19009,76035,0.0,0.8480927492585731
55,5250.0,20948,74076,0.0,0.8455558922081547
56,5280.0,19767,75265,0.0,0.8430266235302344
57,5460.0,21893,73123,0.0,0.8405049205260963
58,5430.0,21456,73560,0.0,0.8379907605649222
59,5370.0,21219,73805,0.0,0.8354841210835883
60,5490.0,21259,73761,0.0,0.8329849795864627
61,5400.0,19177,75863,0.0,0.8304933136452034
62,5310.0,22161,72855,0.0,0.8280091008985575
63,5160.0,20008,75024,0.0,0.8255323190521598
64,5430.0,17399,77657,0.0,0.8230629458783336
65,5730.0,20123,74905,0.0,0.8206009592158903
66,5340.0,19722,75314,0.0,0.818146336969931
67,5490.0,20086,74950,0.0,0.8156990571116483
68,5310.0,19689,75343,0.0,0.8132590976781283
69,5490.0,18664,76380,0.0,0.8108264367721539
70,5370.0,21079,73945,0.0,0.808401052562008
71,5550.0,21368,73656,0.0,0.8059829232812773
72,5400.0,17256,77804,0.0,0.8035720272286576
73,5460.0,17346,77714,0.0,0.8011683427677586
74,5490.0,20209,74827,0.0,0.7987718483269097
75,4410.0,18711,76329,0.0,0.7963825223989669
76,4320.0,20279,74741,0.0,0.7940003435411191
77,4440.0,21461,73551,0.0,0.7916252903746962
78,4080.0,22061,72947,0.0,0.789257341584977
79,4560.0,19645,75383,0.0,0.7868964759209978
80,4410.0,22779,72225,0.0,0.784542672195362
81,4350.0,20688,74332,0.0,0.7821959092840497
82,3930.0,19393,75635,0.0,0.7798561661262283
83,4290.0,16709,78355,0.0,0.7775234217240634
84,4200.0,19411,75621,0.0,0.7751976551425304
85,4740.0,22904,72096,0.0,0.7728788455092263
86,4260.0,18188,76856,0.0,0.770566972014183
87,4050.0,17335,77713,0.0,0.7682620139096801
88,4260.0,18404,76636,0.0,0.7659639505100587
89,3840.0,22667,72333,0.0,0.763672761191536
90,4380.0,19148,75888,0.0,0.7613884253920201
91,4260.0,18733,76303,0.0,0.7591109226109254
92,3930.0,25397,69579,0.0,0.7568402324089886
93,4050.0,16913,78147,0.0,0.7545763344080854
94,4020.0,17861,77187,0.0,0.7523192082910475
95,3990.0,19750,75274,0.0,0.7500688338014804
96,4230.0,21513,73503,0.0,0.7478251907435816
97,3900.0,18448,76596,0.0,0.745588258981959
98,4200.0,22551,72453,0.0,0.7433580184414508
99,3780.0,20083,74941,0.0,0.7411344491069448
100,3630.0,17515,77533,0.0,0.7389175310231992
101,3780.0,19966,75058,0.0,0.7367072442946632
102,3810.0,25237,69739,0.0,0.7345035690852983
103,3900.0,20806,74210,0.0,0.7323064856184011
104,3930.0,23458,71526,0.0,0.7301159741764247
105,3840.0,18528,76516,0.0,0.7279320151008026
106,3600.0,19685,75339,0.0,0.725754588791772
107,3930.0,22450,72550,0.0,0.7235836757081978
