episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,1302512.5,80976,13420,0.0,0.9970087504549047
1,1590487.5,78544,15860,0.0,0.9940264484836504
2,1376435.0,80177,14219,0.0,0.991053067321811
3,1478855.0,79526,14874,0.0,0.9880885802850192
4,1461287.5,79508,14892,0.0,0.9851329607687278
5,1214292.5,81378,13018,0.0,0.9821861822479699
6,1480762.5,79429,14987,0.0,0.9792482182771218
7,1414117.5,80385,14003,0.0,0.976319042489665
8,1350960.0,80349,14039,0.0,0.9733986285979498
9,1399922.5,80130,14274,0.0,0.9704869503929597
10,1586070.0,78706,15694,0.0,0.9675839817440759
11,1408350.0,79898,14502,0.0,0.9646896965988424
12,1388665.0,80535,13857,0.0,0.961804068982733
13,1527470.0,78781,15619,0.0,0.9589270729989176
14,1582925.0,78690,15722,0.0,0.95605868282803
15,1302155.0,81143,13253,0.0,0.9531988727279361
16,1483292.5,79656,14740,0.0,0.9503476170335033
17,1413870.0,79762,14638,0.0,0.9475048901563694
18,1488675.0,79199,15169,0.0,0.9446706665847135
19,1539312.5,79092,15292,0.0,0.9418449208830271
20,1508712.5,79588,14816,0.0,0.9390276276918854
21,1452917.5,79826,14590,0.0,0.9362187617277201
22,1423237.5,80078,14318,0.0,0.9334182977825923
23,1462170.0,79995,14397,0.0,0.9306262107239665
24,1429017.5,79902,14494,0.0,0.9278424754944846
25,1428195.0,80111,14281,0.0,0.9250670671117416
26,1481312.5,79384,15008,0.0,0.9222999606680609
27,1556547.5,79197,15211,0.0,0.919541131330271
28,1511717.5,79577,14823,0.0,0.916790554339483
29,1506610.0,79030,15370,0.0,0.9140482050108673
30,1333242.5,80585,13819,0.0,0.9113140587334333
31,1367922.5,80428,13988,0.0,0.908588090969808
32,1498130.0,79225,15171,0.0,0.9058702772560155
33,1404155.0,80309,14091,0.0,0.9031605932012581
34,1494550.0,79432,14960,0.0,0.9004590144876968
35,1455107.5,79675,14721,0.0,0.8977655168702335
36,1535397.5,79447,14953,0.0,0.8950800761762931
37,1454637.5,79695,14701,0.0,0.8924026683056069
38,1354417.5,80222,14174,0.0,0.8897332692299958
39,1181942.5,82067,12329,0.0,0.8870718549931554
40,1382680.0,80030,14374,0.0,0.8844184017104403
41,1415787.5,80311,14093,0.0,0.88177288556865
42,1446717.5,79614,14790,0.0,0.8791352828258153
43,1322202.5,75890,18546,0.0,0.8765055698109854
44,1406305.0,79801,14603,0.0,0.8738837229240147
45,1458647.5,80065,14319,0.0,0.8712697186353521
46,1466955.0,79638,14754,0.0,0.8686635334858287
47,1528820.0,75236,19228,0.0,0.8660651440864483
